Bill No,Doc. Date,Vou No,Bill Date,Party Name,State,City Name,Product Name (Overwrite),category,HSN Code,Packing,Qty,Purchase Rate,Purchase Amt,CGST Amount,SGST Amount,IGST Amount,Total Amount,Category
NHC04990,01-02-2021,  PW/672,01-02-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,CCZ PLUS SYRUP                60ML,,30049033,60ML,960,9.25,8880,452.88,452.88,,9785.76,SUPPLEMENT
NHC05215,13-02-2021,  PW/807,13-02-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,CCZ PLUS SYRUP                60ML,,30049033,60ML,480,9.25,4440,226.44,226.44,,4892.88,SUPPLEMENT
NHC05689,10-03-2021,  PW/1024,10-03-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,CCZ PLUS SYRUP                60ML,,30049033,60ML,480,9.25,4440,226.44,226.44,,4892.88,SUPPLEMENT
MP-01444,08-01-2021,  PW/528,08-01-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,BENEDIROS 8 TAB               10 TAB,,3004,10 TAB,1890,23.5,44415,2664.9,2664.9,,49744.8,CARDIAC
MP-01445,09-01-2021,  PW/535,09-01-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,MONTELUKAST 10MG              10 TAB,,3004,10 TAB,1440,8.28,11923.2,715.39,715.39,,13353.98,COUGH & COLD
MP-01875,22-03-2021,  PW/1101,22-03-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,MONTELUKAST 10MG              10 TAB,,3004,10 TAB,1440,8.28,11923.2,715.39,715.39,,13353.98,COUGH & COLD
MP-01445,09-01-2021,  PW/535,09-01-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,OLMESARTEN 20 CH 12.5TAB      10 TAB,,3004,10 TAB,1980,16.5,32670,1960.2,1960.2,,36590.4,CARDIAC
MP-01577,03-02-2021,  PW/700,03-02-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,OLMESARTEN 20 CH 12.5TAB      10 TAB,,3004,10 TAB,1980,16.5,32670,1960.2,1960.2,,36590.4,CARDIAC
MP-01440,08-01-2021,  PW/534,09-01-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,GLICLA 40+MET 500 TAB         10 TAB,,3004,10 TAB,4000,8,32000,1920,1920,,35840,DIABETIC
MP-01644,12-02-2021,  PW/795,12-02-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,GLICLA 40+MET 500 TAB         10 TAB,,3004,10 TAB,4000,8,32000,1920,1920,,35840,DIABETIC
MP-01657,12-02-2021,  PW/804,13-02-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,GLICLA 40+MET 500 TAB         10 TAB,,3004,10 TAB,2400,8,19200,1152,1152,,21504,DIABETIC
MP-01657,12-02-2021,  PW/804,13-02-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,GLICLA 40+MET 500 TAB         10 TAB,,3004,10 TAB,1200,8,9600,576,576,,10752,DIABETIC
MP-01440,08-01-2021,  PW/534,09-01-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,PREGABALIN 75MG CAP           10 CAP,,3004,10 CAP,4080,9.56,39004.8,2340.29,2340.29,,43685.38,A TO Z
MP-01440,08-01-2021,  PW/534,09-01-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,AZITHROMYCIN 250MG(M)         6 TAB,,3004,6 TAB,4200,23,96600,5796,5796,,108192,ANTIBIOTIC
MP-01769,04-03-2021,  PW/959,04-03-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,AZITHROMYCIN 250MG(M)         6 TAB,,3004,6 TAB,5760,23,132480,7948.8,7948.8,,148377.6,ANTIBIOTIC
MP-01816,10-03-2021,  PW/1020,10-03-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,AZITHROMYCIN 250MG(M)         6 TAB,,3004,6 TAB,5760,23,132480,7948.8,7948.8,,148377.6,ANTIBIOTIC
MP-01443,08-01-2021,  PW/538,09-01-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,PARACETAMOL 500MG TAB         10 TAB,,30049099,10 TAB,9600,3.45,33120,1987.2,1987.2,,37094.4,ANTACID
MP-01626,10-02-2021,  PW/780,10-02-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,PARACETAMOL 500MG TAB         10 TAB,,30049099,10 TAB,9600,3.45,33120,1987.2,1987.2,,37094.4,ANTACID
MP-01769,04-03-2021,  PW/959,04-03-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,PARACETAMOL 500MG TAB         10 TAB,,30049099,10 TAB,4800,3.45,16560,993.6,993.6,,18547.2,ANTACID
MP-01872,20-03-2021,  PW/1094,22-03-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,PARACETAMOL 500MG TAB         10 TAB,,30049099,10 TAB,4800,3.45,16560,993.6,993.6,,18547.2,ANTACID
NHC04647,11-01-2021,  PW/540,11-01-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,NEL M PLUS(GUAVA)             60ML,,3004,60ML,200,8,1600,81.6,81.6,,1763.2,A TO Z
NHC04843,21-01-2021,  PW/618,22-01-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,NEL M PLUS(GUAVA)             60ML,,3004,60ML,200,8,1600,81.6,81.6,,1763.2,A TO Z
NHC05132,10-02-2021,  PW/778,10-02-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,NEL M PLUS(GUAVA)             60ML,,3004,60ML,200,8,1600,81.6,81.6,,1763.2,A TO Z
NHC05530,01-03-2021,  PW/933,01-03-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,NEL M PLUS(GUAVA)             60ML,,3004,60ML,400,8,3200,163.2,163.2,,3526.4,A TO Z
NHC04647,11-01-2021,  PW/540,11-01-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,HONEY KOFF                    100ML,,30033900,100ML,216,17.25,3726,190.03,190.03,,4106.06,COUNTER
NHC04695,12-01-2021,  PW/553,12-01-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,HONEY KOFF                    100ML,,30033900,100ML,216,17.25,3726,190.03,190.03,,4106.06,COUNTER
NHC05132,10-02-2021,  PW/778,10-02-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,HONEY KOFF                    100ML,,30033900,100ML,216,17.25,3726,190.03,190.03,,4106.06,COUNTER
CLI16722,02-01-2021,  PW/545,12-01-2021,CUBIT LIFESCIENCES LLP,Gujarat,Sarkhej S.O,OLME 20+AMLO 5MG              10 TAB,,3004,10 TAB,2060,20,41200,,,4944,46144,CARDIAC
CLI17528,16-01-2021,  PW/593,16-01-2021,CUBIT LIFESCIENCES LLP,Gujarat,Sarkhej S.O,OLME 20+AMLO 5MG              10 TAB,,3004,10 TAB,2640,20,52800,,,6336,59136,CARDIAC
CLI20763,01-03-2021,  PW/990,08-03-2021,CUBIT LIFESCIENCES LLP,Gujarat,Sarkhej S.O,OLME 20+AMLO 5MG              10 TAB,,3004,10 TAB,3840,12,46080,,,5529.6,51609.6,CARDIAC
CLI16727,02-01-2021,  PW/547,12-01-2021,CUBIT LIFESCIENCES LLP,Gujarat,Sarkhej S.O,UBILIT-2.5 TAB                5 TAB,,3004,5 TAB,1230,7.5,9225,,,1107,10332,A TO Z
CLI16727,02-01-2021,  PW/547,12-01-2021,CUBIT LIFESCIENCES LLP,Gujarat,Sarkhej S.O,"FER ASCOR,FOL,CYANO,ZINC TAB  10 TAB",,3004,10 TAB,2520,10.5,26460,,,3175.2,29635.2,SUPPLEMENT
CLI17528,16-01-2021,  PW/593,16-01-2021,CUBIT LIFESCIENCES LLP,Gujarat,Sarkhej S.O,"FER ASCOR,FOL,CYANO,ZINC TAB  10 TAB",,3004,10 TAB,5040,10.5,52920,,,6350.4,59270.4,SUPPLEMENT
001/20/SL/8319,12-01-2021,  PW/552,12-01-2021,MILTON MEDICARE PVT LTD,Maharashtra,Phursungi S.O-Haveli,TINFAL FORTE                  10 TAB,,30045020,10 TAB,300,35,10500,630,630,,11760,A TO Z
001/20/SL/8324,12-01-2021,  PW/556,12-01-2021,MILTON MEDICARE PVT LTD,Maharashtra,Phursungi S.O-Haveli,TINFAL FORTE                  10 TAB,,30045020,10 TAB,300,35,10500,630,630,,11760,A TO Z
001/20/SL/8692,22-01-2021,  PW/623,22-01-2021,MILTON MEDICARE PVT LTD,Maharashtra,Phursungi S.O-Haveli,TINFAL FORTE                  10 TAB,,30045020,10 TAB,300,35,10500,630,630,,11760,A TO Z
001/20/SL/9963,25-02-2021,  PW/913,25-02-2021,MILTON MEDICARE PVT LTD,Maharashtra,Phursungi S.O-Haveli,TINFAL FORTE                  10 TAB,,30045020,10 TAB,300,35,10500,630,630,,11760,A TO Z
NHC04695,12-01-2021,  PW/553,12-01-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,COLGADINE(PET)                1,,3004,1,144,35,5040,257.04,257.04,,5554.08,SUPPLEMENT
NHC04720,13-01-2021,  PW/563,13-01-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,COLGADINE(PET)                1,,3004,1,36,35,1260,64.26,64.26,,1388.52,SUPPLEMENT
NHC05132,10-02-2021,  PW/778,10-02-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,COLGADINE(PET)                1,,3004,1,36,35,1260,64.26,64.26,,1388.52,SUPPLEMENT
NHC05689,10-03-2021,  PW/1024,10-03-2021,Nimish Health Care,Maharashtra,Vasai East IE S.O-Vasai,COLGADINE(PET)                1,,3004,1,36,35,1260,64.26,64.26,,1388.52,SUPPLEMENT
LEEFORD/3343,12-01-2021,  PW/554,12-01-2021,WELLNESS INDIA,Maharashtra,Phursungi S.O-Haveli,ALITE ANTI AC.SOAP(OTC)       75 GM,,34011190,75 GM,114,20,2280,205.2,205.2,,2690.4,COUNTER
LEEFORD/4029,22-02-2021,  PW/898,22-02-2021,WELLNESS INDIA,Maharashtra,Phursungi S.O-Haveli,ALITE ANTI AC.SOAP(OTC)       75 GM,,34011190,75 GM,19,20,380,34.2,34.2,,448.4,COUNTER
LEEFORD/4029,22-02-2021,  PW/898,22-02-2021,WELLNESS INDIA,Maharashtra,Phursungi S.O-Haveli,ALITE ANTI AC.SOAP(OTC)       75 GM,,34011190,75 GM,95,20,1900,171,171,,2242,COUNTER
H/10948,11-01-2021,  PW/555,12-01-2021,LAXMI HOSPICARE LLP,Maharashtra,Vasai East IE S.O-Vasai,THYRORISE 62.5(120) TAB       120 TAB,,3004,120 TAB,100,68.65,6865,350.12,350.12,,7565.24,A TO Z
H/12356,01-02-2021,  PW/682,02-02-2021,LAXMI HOSPICARE LLP,Maharashtra,Vasai East IE S.O-Vasai,THYRORISE 62.5(120) TAB       120 TAB,,3004,120 TAB,100,68.65,6865,350.12,350.12,,7565.24,A TO Z
H/10948,11-01-2021,  PW/555,12-01-2021,LAXMI HOSPICARE LLP,Maharashtra,Vasai East IE S.O-Vasai,THYRORISE 88(120) TAB         120 TAB,,3004,120 TAB,200,69.3,13860,706.86,706.86,,15273.72,A TO Z
MP-01463,12-01-2021,  PW/557,13-01-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,NORMAX-400 TAB                10 TAB,,3004,10 TAB,1050,14.5,15225,913.5,913.5,,17052,ANTIBIOTIC
MP-01807,08-03-2021,  PW/1004,09-03-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,NORMAX-400 TAB                10 TAB,,3004,10 TAB,1050,14.5,15225,913.5,913.5,,17052,ANTIBIOTIC
H/11045,13-01-2021,  PW/562,13-01-2021,LAXMI HOSPICARE LLP,Maharashtra,Vasai East IE S.O-Vasai,FLUTICATONE NASAL SPRAY       120MD,,3004,120MD,19,116.65,2216.35,113.03,113.03,,2442.41,COUGH & COLD
H/12356,01-02-2021,  PW/682,02-02-2021,LAXMI HOSPICARE LLP,Maharashtra,Vasai East IE S.O-Vasai,FLUTICATONE NASAL SPRAY       120MD,,3004,120MD,120,116.65,13998,713.9,713.9,,15425.8,COUGH & COLD
H/12412,03-02-2021,  PW/706,03-02-2021,LAXMI HOSPICARE LLP,Maharashtra,Vasai East IE S.O-Vasai,FLUTICATONE NASAL SPRAY       120MD,,3004,120MD,50,116.65,5832.5,297.46,297.46,,6427.42,COUGH & COLD
MSM-13012,13-01-2021,  PW/566,13-01-2021,MAHAVEER SURGICAL,Maharashtra,Sangli H.O-Miraj,DISPO VAN 10CC                10 ML,,9018,10 ML,1000,3.18,3180,190.8,190.8,,3561.6,SURGICAL
MP-01470,13-01-2021,  PW/567,14-01-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,GINTREX-15 TAB                10 TAB,,3004,10 TAB,500,53.51,26755,668.88,668.88,,28092.76,A TO Z
MP-01470,13-01-2021,  PW/567,14-01-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,GINTREX-2.5 TAB               10 TAB,,3004,10 TAB,500,10.11,5055,126.38,126.38,,5307.76,A TO Z
MP-01470,13-01-2021,  PW/567,14-01-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,GINTREX-10 TAB                10 TAB,,3004,10 TAB,500,29.36,14680,367,367,,15414,A TO Z
MP-01470,13-01-2021,  PW/567,14-01-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,TRAMAROS ING                  2 ML,,3004,2 ML,2400,2.8,6720,403.2,403.2,,7526.4,A TO Z
MP-01590,04-02-2021,  PW/719,04-02-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,TRAMAROS ING                  2 ML,,3004,2 ML,300,2.8,840,50.4,50.4,,940.8,A TO Z
MP-01772,04-03-2021,  PW/960,04-03-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,TRAMAROS ING                  2 ML,,3004,2 ML,2400,2.8,6720,403.2,403.2,,7526.4,A TO Z
CLI17257,09-01-2021,  PW/574,15-01-2021,CUBIT LIFESCIENCES LLP,Gujarat,Sarkhej S.O,TELMI 80+AMLO 5MG             10 TAB,,3004,10 TAB,6050,10.3,62315,,,7477.8,69792.8,CARDIAC
CLI17332,12-01-2021,  PW/588,16-01-2021,CUBIT LIFESCIENCES LLP,Gujarat,Sarkhej S.O,TELMI 80+AMLO 5MG             10 TAB,,3004,10 TAB,4000,10.3,41200,,,4944,46144,CARDIAC
MP-01477,14-01-2021,  PW/576,15-01-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,GLI 80+MET 500+VOGLI 0.3MG    10 TAB,,3004,10 TAB,1200,20.25,24300,1458,1458,,27216,DIABETIC
MP-01644,12-02-2021,  PW/795,12-02-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,GLI 80+MET 500+VOGLI 0.3MG    10 TAB,,3004,10 TAB,1320,20.25,26730,1603.8,1603.8,,29937.6,DIABETIC
MP-01748,02-03-2021,  PW/944,02-03-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,GLI 80+MET 500+VOGLI 0.3MG    10 TAB,,3004,10 TAB,1120,20.25,22680,1360.8,1360.8,,25401.6,DIABETIC
MP-01475,14-01-2021,  PW/577,15-01-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,MOXONIDINE 0.3MG              10 TAB,,3004,10 TAB,3360,10.5,35280,2116.8,2116.8,,39513.6,A TO Z
MP-01612,06-02-2021,  PW/761,08-02-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,MOXONIDINE 0.3MG              10 TAB,,3004,10 TAB,2010,10.5,21105,1266.3,1266.3,,23637.6,A TO Z
MP-01475,14-01-2021,  PW/577,15-01-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,NIMESULIDE+PARA TAB           10 TAB,,3004,10 TAB,9600,4.35,41760,2505.6,2505.6,,46771.2,A TO Z
MP-01491,15-01-2021,  PW/587,16-01-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,NIMESULIDE+PARA TAB           10 TAB,,3004,10 TAB,4800,4.35,20880,1252.8,1252.8,,23385.6,A TO Z
MP-01838,15-03-2021,  PW/1061,15-03-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,NIMESULIDE+PARA TAB           10 TAB,,3004,10 TAB,4800,4.35,20880,1252.8,1252.8,,23385.6,A TO Z
MP-01866,20-03-2021,  PW/1087,20-03-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,NIMESULIDE+PARA TAB           10 TAB,,3004,10 TAB,4800,4.35,20880,1252.8,1252.8,,23385.6,A TO Z
MP-01480,14-01-2021,  PW/578,15-01-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,QTIMAX-100SR TAB              10 TAB,,3004,10 TAB,500,18.27,9135,548.1,548.1,,10231.2,A TO Z
MP-01480,14-01-2021,  PW/578,15-01-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,BISOFORD 10 TAB               10 TAB,,3004,10 TAB,200,14.97,2994,179.64,179.64,,3353.28,CARDIAC
MP-01700,18-02-2021,  PW/871,18-02-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,BISOFORD 10 TAB               10 TAB,,3004,10 TAB,100,14.97,1497,89.82,89.82,,1676.64,CARDIAC
MP-01786,04-03-2021,  PW/970,05-03-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,BISOFORD 10 TAB               10 TAB,,3004,10 TAB,100,14.97,1497,89.82,89.82,,1676.64,CARDIAC
MP-01480,14-01-2021,  PW/578,15-01-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,ESOMROZ 20 TAB                10 TAB,,3004,10 TAB,1000,4.8,4800,288,288,,5376,ANTACID
MP-01696,17-02-2021,  PW/858,17-02-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,ESOMROZ 20 TAB                10 TAB,,3004,10 TAB,1000,4.8,4800,288,288,,5376,ANTACID
MP-01759,02-03-2021,  PW/948,02-03-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,ESOMROZ 20 TAB                10 TAB,,3004,10 TAB,1000,4.8,4800,288,288,,5376,ANTACID
MP-01480,14-01-2021,  PW/578,15-01-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,ZEROTRIM-120 MG CAP           10 CAP,,3004,10 CAP,320,55,17600,1056,1056,,19712,A TO Z
MP-01503,19-01-2021,  PW/602,19-01-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,ZEROTRIM-120 MG CAP           10 CAP,,3004,10 CAP,200,55,11000,660,660,,12320,A TO Z
001/20/SL/8454,15-01-2021,  PW/580,15-01-2021,MILTON MEDICARE PVT LTD,Maharashtra,Phursungi S.O-Haveli,LULIFORD B CREAM              10 GM,,3004,10 GM,300,30,9000,540,540,,10080,ANTIFUNGAL
001/20/SL/8460,15-01-2021,  PW/581,15-01-2021,MILTON MEDICARE PVT LTD,Maharashtra,Phursungi S.O-Haveli,LULIFORD B CREAM              10 GM,,3004,10 GM,300,30,9000,540,540,,10080,ANTIFUNGAL
001/20/SL/9139,03-02-2021,  PW/699,03-02-2021,MILTON MEDICARE PVT LTD,Maharashtra,Phursungi S.O-Haveli,LULIFORD B CREAM              10 GM,,3004,10 GM,300,30,9000,540,540,,10080,ANTIFUNGAL
001/20/SL/10719,13-03-2021,  PW/1043,13-03-2021,MILTON MEDICARE PVT LTD,Maharashtra,Phursungi S.O-Haveli,LULIFORD B CREAM              10 GM,,3004,10 GM,114,30,3420,205.2,205.2,,3830.4,ANTIFUNGAL
001/20/SL/8460,15-01-2021,  PW/581,15-01-2021,MILTON MEDICARE PVT LTD,Maharashtra,Phursungi S.O-Haveli,NUROCOT P TAB                 10 TAB,,30049069,10 TAB,200,165,33000,1980,1980,,36960,A TO Z
MP-01493,16-01-2021,  PW/589,16-01-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,AZILZAC-40 TAB                10 TAB,,3004,10 TAB,1400,39,54600,3276,3276,,61152,CARDIAC
MP-01573,02-02-2021,  PW/695,03-02-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,AZILZAC-40 TAB                10 TAB,,3004,10 TAB,1000,39,39000,2340,2340,,43680,CARDIAC
MP-01827,12-03-2021,  PW/1040,13-03-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,AZILZAC-40 TAB                10 TAB,,3004,10 TAB,300,39,11700,702,702,,13104,CARDIAC
MP-01827,12-03-2021,  PW/1040,13-03-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,AZILZAC-40 TAB                10 TAB,,3004,10 TAB,700,39,27300,1638,1638,,30576,CARDIAC
MP-01493,16-01-2021,  PW/589,16-01-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,FINAROS 1 TAB                 10 TAB,,3004,10 TAB,400,6.53,2612,156.72,156.72,,2925.44,A TO Z
MP-01575,02-02-2021,  PW/696,03-02-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,FINAROS 1 TAB                 10 TAB,,3004,10 TAB,500,6.53,3265,195.9,195.9,,3656.8,A TO Z
MP-01498,16-01-2021,  PW/592,16-01-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,UDCL-300 TAB                  10 TAB,,3004,10 TAB,1200,82.87,99444,2486.1,2486.1,,104416.2,A TO Z
MP-01774,04-03-2021,  PW/964,04-03-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,UDCL-300 TAB                  10 TAB,,3004,10 TAB,900,82.87,74583,1864.58,1864.58,,78312.16,A TO Z
CLI17528,16-01-2021,  PW/593,16-01-2021,CUBIT LIFESCIENCES LLP,Gujarat,Sarkhej S.O,NEFIDIPINE SR 10MG            10 TAB,,3004,10 TAB,5870,3.4,19958,,,2394.96,22352.96,CARDIAC
CLI17630,16-01-2021,  PW/638,23-01-2021,CUBIT LIFESCIENCES LLP,Gujarat,Sarkhej S.O,NEFIDIPINE SR 10MG            10 TAB,,3004,10 TAB,640,3.4,2176,,,261.12,2437.12,CARDIAC
S-669,19-01-2021,  PW/599,19-01-2021,MATOSHREE PHARMACEUTICALS,Maharashtra,Sangli City S.O-Miraj,VONAVIR TAB                   30 TAB,,30049099,30 TAB,2,1410.71,2821.42,169.29,169.29,,3160,A TO Z
MP-01503,19-01-2021,  PW/602,19-01-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,ENTACARE 0.5 TAB              10 TAB,,3004,10 TAB,200,130.5,26100,1566,1566,,29232,A TO Z
MP-01520,22-01-2021,  PW/620,22-01-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,ENTACARE 0.5 TAB              10 TAB,,3004,10 TAB,100,130.5,13050,783,783,,14616,A TO Z
MP-01754,02-03-2021,  PW/942,02-03-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,ENTACARE 0.5 TAB              10 TAB,,3004,10 TAB,100,130.5,13050,783,783,,14616,A TO Z
MP-01503,19-01-2021,  PW/602,19-01-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,PREGODD-150MG CAP             10 CAP,,3004,10 CAP,320,29.3,9376,562.56,562.56,,10501.12,A TO Z
MP-01580,03-02-2021,  PW/701,03-02-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,PREGODD-150MG CAP             10 CAP,,3004,10 CAP,640,29.3,18752,1125.12,1125.12,,21002.24,A TO Z
MP-01502,19-01-2021,  PW/603,19-01-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,AMITRIPTYLINE HYD 25MG        10 TAB,,3004,10 TAB,2160,3.5,7560,453.6,453.6,,8467.2,A TO Z
MP-01518,22-01-2021,  PW/629,22-01-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,AMITRIPTYLINE HYD 25MG        10 TAB,,3004,10 TAB,2160,3.5,7560,453.6,453.6,,8467.2,A TO Z
MP-01502,19-01-2021,  PW/603,19-01-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,CLOBAZAM 5MG                  10 TAB,,3004,10 TAB,1000,6.8,6800,408,408,,7616,A TO Z
MP-01748,02-03-2021,  PW/944,02-03-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,CLOBAZAM 5MG                  10 TAB,,3004,10 TAB,1000,6.8,6800,408,408,,7616,A TO Z
MP-01755,02-03-2021,  PW/946,02-03-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,CLOBAZAM 5MG                  10 TAB,,3004,10 TAB,1000,6.8,6800,408,408,,7616,A TO Z
MP-01509,20-01-2021,  PW/612,20-01-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,PREGA 75+NOR 10 TAB           10 TAB,,3004,10 TAB,3960,12.8,50688,3041.28,3041.28,,56770.56,A TO Z
MP-01641,11-02-2021,  PW/798,12-02-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,PREGA 75+NOR 10 TAB           10 TAB,,3004,10 TAB,3960,12.8,50688,3041.28,3041.28,,56770.56,A TO Z
MP-01511,20-01-2021,  PW/613,21-01-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,GLUCOSA+METHYL+DIACEREIN TAB  10 TAB,,3004,10 TAB,1040,23.8,24752,1485.12,1485.12,,27722.24,COUNTER
MP-01788,05-03-2021,  PW/980,06-03-2021,MANIBHADRA PHARMA,Maharashtra,Dandekarwadi S.O-Bhiwandi,GLUCOSA+METHYL+DIACEREIN TAB  10 TAB,,3004,10 TAB,1040,23.8,24752,1485.12,1485.12,,27722.24,COUNTER
CLI17866,20-01-2021,  PW/614,21-01-2021,CUBIT LIFESCIENCES LLP,Gujarat,Sarkhej S.O,TERBINAFINE 250MG             7 TAB,,3004,7 TAB,5400,15.2,82080,,,9849.6,91929.6,ANTIFUNGAL
CLI17865,20-01-2021,  PW/661,27-01-2021,CUBIT LIFESCIENCES LLP,Gujarat,Sarkhej S.O,TERBINAFINE 250MG             7 TAB,,3004,7 TAB,5400,15.2,82080,,,9849.6,91929.6,ANTIFUNGAL
CLI20234,20-02-2021,  PW/894,22-02-2021,CUBIT LIFESCIENCES LLP,Gujarat,Sarkhej S.O,TERBINAFINE 250MG             7 TAB,,3004,7 TAB,3750,15.2,57000,,,6840,63840,ANTIFUNGAL
